_id,reporterId,dumpsterId,status,issue,category,createdAt,updatedAt,resolvedBy,resolutionDetails,__v
683c65ddce00b4080c77620d,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584887,resolved,vandalized,construction,2025-05-11T00:11:25.288Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77620e,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258484f,resolved,overflowing,textiles,2025-05-23T18:15:30.390Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77620f,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584925,rejected,safety_harzards,household,2025-05-27T05:44:14.887Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776210,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258495e,resolved,overflowing,glass,2025-05-28T15:13:46.863Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776211,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584896,resolved,overflowing,organic,2025-05-14T23:06:26.978Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776212,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584918,resolved,safety_harzards,glass,2025-05-03T07:49:50.185Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776213,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848ab,resolved,safety_harzards,plastic,2025-05-10T15:21:07.911Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776214,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258484e,resolved,illegal_materials,electronics,2025-05-17T05:48:53.333Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776215,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848d0,resolved,safety_harzards,paper,2025-05-14T19:17:35.842Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776216,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584818,resolved,safety_harzards,batteries,2025-05-12T01:23:29.656Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776217,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258484c,resolved,safety_harzards,metal,2025-05-19T18:56:04.919Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776218,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258482a,resolved,vandalized,textiles,2025-05-17T15:23:01.178Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776219,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258495d,resolved,overflowing,textiles,2025-05-12T09:48:07.969Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77621a,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848e3,rejected,vandalized,glass,2025-05-12T10:45:50.542Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c77621b,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258495e,resolved,overflowing,glass,2025-05-23T15:58:48.369Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77621c,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584951,rejected,vandalized,organic,2025-05-22T16:46:02.964Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77621d,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25847df,resolved,vandalized,textiles,2025-05-08T00:07:48.410Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77621e,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258493a,resolved,safety_harzards,plastic,2025-05-16T23:51:46.106Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c77621f,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584829,resolved,bad_odors,construction,2025-05-29T14:16:33.694Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776220,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584873,resolved,bad_odors,glass,2025-05-14T14:53:43.912Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776221,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848cf,resolved,bad_odors,textiles,2025-05-29T22:33:13.912Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776222,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258483e,resolved,illegal_materials,metal,2025-05-21T08:54:40.520Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776223,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584843,resolved,overflowing,organic,2025-06-01T00:55:36.847Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776224,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25847fe,resolved,illegal_materials,metal,2025-05-04T18:36:08.701Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776225,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848f2,resolved,overflowing,construction,2025-05-30T04:21:36.613Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776226,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258492f,resolved,safety_harzards,organic,2025-05-23T09:34:19.468Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776227,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584951,resolved,illegal_materials,organic,2025-05-23T08:54:39.773Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776228,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258480f,rejected,vandalized,paper,2025-05-16T12:25:38.620Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776229,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584888,resolved,illegal_materials,organic,2025-05-23T20:16:51.741Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77622a,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25847ee,resolved,safety_harzards,paper,2025-05-07T09:29:20.872Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77622b,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848cd,resolved,vandalized,plastic,2025-05-28T00:45:48.762Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77622c,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258489b,resolved,overflowing,textiles,2025-05-06T04:37:57.561Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77622d,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258486f,resolved,illegal_materials,batteries,2025-05-05T20:31:17.139Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c77622e,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584812,resolved,safety_harzards,glass,2025-05-06T16:05:58.860Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77622f,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258482b,resolved,illegal_materials,organic,2025-05-20T07:25:34.091Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776230,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848a2,resolved,overflowing,organic,2025-05-23T00:49:47.876Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776231,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848d3,resolved,safety_harzards,glass,2025-05-20T08:23:29.048Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776232,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848c9,resolved,safety_harzards,organic,2025-05-27T22:25:34.139Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776233,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25847f1,resolved,illegal_materials,organic,2025-05-24T12:02:52.212Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776234,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848c0,resolved,illegal_materials,glass,2025-05-29T04:28:43.203Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776235,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848c0,rejected,vandalized,glass,2025-05-30T05:42:49.470Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776236,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258488f,resolved,illegal_materials,organic,2025-05-08T07:00:34.058Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776237,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584947,resolved,safety_harzards,batteries,2025-05-29T06:28:48.258Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776238,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25847ee,resolved,illegal_materials,paper,2025-05-25T13:47:46.843Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776239,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584809,resolved,illegal_materials,textiles,2025-05-16T18:49:48.678Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77623a,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584877,resolved,illegal_materials,paper,2025-05-22T07:02:04.592Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77623b,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584841,resolved,bad_odors,plastic,2025-05-17T00:53:12.624Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c77623c,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258480f,resolved,safety_harzards,paper,2025-05-25T03:20:36.048Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77623d,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584848,resolved,overflowing,paper,2025-05-05T09:59:20.827Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77623e,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848e0,resolved,bad_odors,household,2025-05-18T23:48:35.415Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77623f,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584927,resolved,vandalized,plastic,2025-05-14T02:43:45.336Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776240,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848e4,resolved,overflowing,textiles,2025-05-06T15:49:33.536Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776241,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848f5,resolved,overflowing,plastic,2025-05-07T08:58:26.890Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776242,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584915,resolved,illegal_materials,household,2025-05-12T09:49:26.361Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776243,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258485a,resolved,safety_harzards,glass,2025-05-31T03:09:37.215Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776244,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584870,resolved,vandalized,glass,2025-05-15T23:00:29.503Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776245,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584808,resolved,bad_odors,organic,2025-05-10T06:06:15.630Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776246,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584941,resolved,vandalized,paper,2025-05-11T21:51:00.028Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776247,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848be,resolved,overflowing,metal,2025-05-28T14:29:05.771Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776248,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848d2,resolved,illegal_materials,plastic,2025-05-27T23:46:15.615Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776249,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258482b,resolved,bad_odors,organic,2025-05-07T11:13:22.497Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77624a,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258486c,resolved,bad_odors,construction,2025-05-19T00:06:10.291Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77624b,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848bb,resolved,overflowing,organic,2025-05-03T05:17:22.570Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77624c,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584927,rejected,bad_odors,plastic,2025-05-15T14:43:47.552Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77624d,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848ae,resolved,bad_odors,organic,2025-05-28T20:59:52.973Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c77624e,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258489c,resolved,bad_odors,plastic,2025-05-05T04:09:06.270Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c77624f,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25847e1,resolved,overflowing,glass,2025-05-27T05:42:24.601Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776250,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584947,resolved,safety_harzards,batteries,2025-05-25T00:21:13.116Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776251,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848e5,resolved,overflowing,batteries,2025-05-15T17:17:43.099Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776252,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584852,resolved,illegal_materials,paper,2025-05-14T19:59:21.501Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776253,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584871,resolved,vandalized,organic,2025-05-19T09:23:57.745Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776254,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25847f2,resolved,safety_harzards,household,2025-05-17T20:08:20.805Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776255,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584855,resolved,overflowing,plastic,2025-05-22T02:19:22.318Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776256,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584867,resolved,vandalized,textiles,2025-05-24T14:13:55.636Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776257,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584851,rejected,illegal_materials,construction,2025-05-25T05:11:10.876Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776258,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848fc,resolved,safety_harzards,glass,2025-05-31T05:44:41.402Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776259,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584952,resolved,bad_odors,construction,2025-05-06T10:17:56.498Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77625a,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258491b,resolved,bad_odors,batteries,2025-05-06T09:10:32.920Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77625b,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584815,resolved,illegal_materials,electronics,2025-05-14T06:42:27.646Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77625c,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258492e,resolved,safety_harzards,plastic,2025-05-21T11:57:09.653Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77625d,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584938,resolved,vandalized,glass,2025-05-04T04:54:33.427Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77625e,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848fd,resolved,illegal_materials,batteries,2025-05-25T07:52:32.133Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77625f,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258482f,resolved,bad_odors,construction,2025-05-09T06:59:37.611Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776260,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258486b,rejected,safety_harzards,organic,2025-05-28T06:52:44.958Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776261,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258483b,rejected,bad_odors,textiles,2025-05-25T17:49:32.835Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776262,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584854,resolved,overflowing,electronics,2025-05-31T17:19:41.179Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776263,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584882,resolved,safety_harzards,plastic,2025-05-30T13:42:32.046Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776264,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848c8,resolved,vandalized,paper,2025-05-30T18:05:06.664Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776265,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584941,resolved,illegal_materials,paper,2025-05-23T08:45:24.711Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776266,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258495e,resolved,vandalized,glass,2025-05-08T13:53:53.745Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776267,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25847f7,rejected,overflowing,plastic,2025-05-28T04:26:40.611Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776268,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848b0,resolved,vandalized,plastic,2025-05-19T19:17:28.806Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776269,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584820,resolved,vandalized,textiles,2025-05-11T00:01:08.299Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77626a,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25847f9,resolved,illegal_materials,glass,2025-05-26T23:28:40.072Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
